,Wine_Index,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,name
5464,5464,red,8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,'Latsis du Phi Gianoss Ed Shiraz 2017'
5465,5465,red,8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,'STuit Cofestare Linda Trnempori 2019'
5466,5466,red,9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,6,'G5-Trieppin Red Blend 2017'
5467,5467,red,6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6,'Dê'
5468,5468,red,11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,6,'Tôte-Pipferdes Rongen Agadoagureot 107 Cabernet Mau'
5469,5469,red,6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6,'Dgosto Seit Guminar 2019'
5470,5470,red,10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,5,'Q0'
5471,5471,red,10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,4,'Craz/Brc 199 Cates 2018'
5472,5472,red,10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,6,'JÁ6'
5473,5473,red,12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,6,'Mond'
5474,5474,red,9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,4,'Es Shuvie Shiraz/Merlot'
5475,5475,red,8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,5,'Onc 2018'
5476,5476,red,8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,5,'INëLás of Share Cabernet Sauvignon 2017'
5477,5477,red,10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,6,'Intand Ethetid Reserve'
5478,5478,red,12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,'Jópuser Rraves Holhsoan 2017'
5479,5479,red,12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,"""Wyrand Sapavières Alv40 Bichel'Hrucco Harole 2018"""
5480,5480,red,11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,5,'DHaince de Tompa Paroge 2017'
5481,5481,red,12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,7,"'S, Trboch Black Pinft Es de Vade Cubées Cabernet Sa'"
5482,5482,red,11.8,0.33,0.49,3.4,0.093,54.0,80.0,1.0002,3.3,0.76,10.7,7,'YChe Filla Pitond Gearon 2019'
5483,5483,red,7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,6,'Nâtemèd IPna Riserva'
5484,5484,red,11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,10.6,7,'IIn Rhad Ilcanse Reserve Tambre 2018'
5485,5485,red,7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,5,'X/IGLatihed Quynraum 2016'
5486,5486,red,5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,8,'Uëviele Reserva 2015'
5487,5487,red,10.2,0.29,0.49,2.6,0.059,5.0,13.0,0.9976,3.05,0.74,10.5,7,'Kx Molbe'
5488,5488,red,9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5,"""Brawsino d'Arono 2018"""
5489,5489,red,6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,6,'Aîmino Syrah 2020'
5490,5490,red,9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5,'On Sarnutio 201C'
5491,5491,red,9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,5,'Blond 2018'
5492,5492,red,7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,5,'SMontardin 2017'
5493,5493,red,8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,5,'Noir 2019'
5494,5494,red,12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,6,'OMò'
5495,5495,red,11.9,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,10.0,6,'T-Farsson 2014'
5496,5496,red,8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,6,'Egnot'
5497,5497,red,12.7,0.59,0.45,2.3,0.082,11.0,22.0,1.0,3.0,0.7,9.3,6,'Fary Bettranda Cufster Barolo 2017'
5498,5498,red,8.2,0.915,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,4,'Malte Merlot Cabernet Sauvignon'
5499,5499,red,13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6,'HMante Granic/May 2020'
5500,5500,red,7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,5,'Cco DOCG 1er Cru Cabernet Sauvignon 2019'
5501,5501,red,13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6,'Pilia Red'
5502,5502,red,8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,6,'Bremux Musarda Chianta Reserva Châteauneuf-du-Pape '
5503,5503,red,8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,6,'Wílic'
5504,5504,red,9.4,0.41,0.48,4.6,0.072,10.0,20.0,0.9973,3.34,0.79,12.2,7,'E39d Syrah/Maysak 2018'
5505,5505,red,8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,6,"""K5á-IPCalbeco S'Ar Prino d'Arbuiz 2021"""
5506,5506,red,10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,10.4,6,'Pum 2017'
5507,5507,red,6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6,'IUs Cabernet Sauvignon 2021'
5508,5508,red,8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,5,"'Au, ChEse Perio Reserva Brunello di Montalcino 2018'"
5509,5509,red,13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,5,'Ojona Brenaled 2019'
5510,5510,red,7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,6,"""Pra d'A Cabernet Sauvignon 2019"""
5511,5511,red,8.2,0.39,0.38,1.5,0.058,10.0,29.0,0.9962,3.26,0.74,9.8,5,'J+ Carmine de lande Montier Ofarnet Sauvignon 2018'
5512,5512,red,9.2,0.755,0.18,2.2,0.148,10.0,103.0,0.9969,2.87,1.36,10.2,6,'TDimporba Barolo 2017'
5513,5513,red,9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5,'Or'
5514,5514,red,9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5,'Nerade Brançornat 2020'
5515,5515,red,11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,6,'CGar Reserve Sanva Cardine 2021'
5516,5516,red,11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.0006,3.13,0.7,10.2,5,'Ybaus Pinot Noir'
5517,5517,red,11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,5,'J°1'
5518,5518,red,8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,5,'Brat 2019'
5519,5519,red,8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,5,'Avignon 2017'
5520,5520,red,10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,5,'Lw Clo di Montivali 2017'
5521,5521,red,7.9,0.51,0.25,2.9,0.077,21.0,45.0,0.9974,3.49,0.96,12.1,6,'Loo Antan Grand KPM'
5522,5522,red,6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,5,'TIk Malbec 2022'
5523,5523,red,6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,5,'J5Es Bufony Gamay Malbec 2021'
5524,5524,red,8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5,'Wqesta Marbacerno Brunello di Montalcino Malbec 202'
5525,5525,red,8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5,'KT La Casinen Duci Cabernet Sauvignon'
5526,5526,red,8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,6,'Wain Pinot Noir 2020'
5527,5527,red,7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,5,'CHoptile Grand Elmage Boungorso do Shora 2020'
5528,5528,red,8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,6,'I6 Guitarda Amerone della Valpolicella DOC0'
5529,5529,red,10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,5,'Ba OccEpuaci La Vogla Riterva 2019'
5530,5530,red,7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,6,'VQA'
5531,5531,red,10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,4,'O9'
5532,5532,red,7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,9.5,5,'DAg'
5533,5533,red,8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,5,'GIOC'
5534,5534,red,9.6,0.88,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53,9.4,5,'Ej Escatetraf Bourgolgio de Cabernet Sauvignon'
5535,5535,red,9.5,0.885,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,9.4,5,'Notaide Sal Soumigugno 2010'
5536,5536,red,7.7,0.915,0.12,2.2,0.143,7.0,23.0,0.9964,3.35,0.65,10.2,7,'Ed'
5537,5537,red,8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,6,'Kguaune'
5538,5538,red,9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5,'Ca 2020'
5539,5539,red,9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,5,'Un-Cabernet Sauvignon 2019'
5540,5540,red,9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5,"""EIm L'Anglac SPrah/Orignitiad 2018"""
5541,5541,red,9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,5,'Wielbergo Vinesard Pinot Noir 2019'
5542,5542,red,9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5,"""HHalos Gavangal's Les Herminage 2018"""
5543,5543,red,7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,7,'AYOHMalbe 2018'
5544,5544,red,7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,5,'Ztello DOA 20'
5545,5545,red,8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,4,'Regit Shiraz/Cabernet Franc 2022'
5546,5546,red,8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,7,'Vordan Vineyards Bemardo 19g Kwad Stiarz Cerrot 201'
5547,5547,red,6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,6,'Forrio La Vinca Redirescoro 1 Cabernet Sauvignon'
5548,5548,red,10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5,'Vion 2019'
5549,5549,red,9.8,0.88,0.25,2.5,0.104,35.0,155.0,1.001,3.41,0.67,11.2,5,'N9ór 2019'
5550,5550,red,15.9,0.36,0.65,7.5,0.096,22.0,71.0,0.9976,2.98,0.84,14.9,5,'TDHLa'
5551,5551,red,9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,6,'Uïkungo 2020'
5552,5552,red,8.6,0.47,0.47,2.4,0.074,7.0,29.0,0.9979,3.08,0.46,9.5,5,'Wem) No'
5553,5553,red,9.7,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,5,'Clet'
5554,5554,red,10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5,'Noir Vinesard Grand Ca'
5555,5555,red,12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,7,'Brane Baus Grod Reserve Dimot Rosco Cartunère 2020'
5556,5556,red,7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,6,'Vinuy Noir 2020'
5557,5557,red,7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,4,'Uätt Cônes du Geeure 1905'
5558,5558,red,7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,6,'Cú 2019'
5559,5559,red,7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,5,'Oga'
5560,5560,red,7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,6,'JQ7'
5561,5561,red,10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,6,'CEs Cabernet Sauvignon'
5562,5562,red,12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,5,'I'
5563,5563,red,9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,5,'TDKNOPr KPM 2017'
5564,5564,red,8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,9.5,6,'Cabece Marnar 2019'
5565,5565,red,11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,6,'Noir 2020'
5566,5566,red,10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,5,'Mestrotigoo'
5567,5567,red,11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,6,'Cabe 2020'
5568,5568,red,6.9,0.4,0.24,2.5,0.083,30.0,45.0,0.9959,3.26,0.58,10.0,5,'D4 Terranéllo Ricja Reserva '
5569,5569,red,8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,5,'Dostion Espett 2028'
5570,5570,red,9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,9.5,5,'Bónt Rorge Reserve Mullar Vineyard Cabernet Sauvign'
5571,5571,red,8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,5,'UHpolicolla Damaine della Valpolicella Sipusion Nog'
5572,5572,red,10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,6,'La-Marquéeray 2019'
5573,5573,red,9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,10.2,5,'Le Hays Marbec 2016'
5574,5574,red,10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,6,'Y Sauvignon 2018'
5575,5575,red,8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,5,'Od Raige'
5576,5576,red,8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,5,'Z°n0/Mass Cabernet Sauvignon Ofrantier 2017'
5577,5577,red,10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,5,'Oz'
5578,5578,red,13.3,0.43,0.58,1.9,0.07,15.0,40.0,1.0004,3.06,0.49,9.0,5,'Snon Vinty Marbernin 2020'
5579,5579,red,8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,6,'KP 2020'
5580,5580,red,8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,5,'Znape 2018'
5581,5581,red,8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,5,'R°& Shapertido Rogge'
5582,5582,red,9.8,0.98,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,9.4,5,'Ktteli Byeurdiro de Lus d'
5583,5583,red,8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,5,'Y'
5584,5584,red,7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,9.1,5,'Agen Len Domaine Gran Reserve Cabernet Sauvignon'
5585,5585,red,9.1,0.64,0.23,3.1,0.095,13.0,38.0,0.9998,3.28,0.59,9.7,5,'Epperioux 2016'
5586,5586,red,7.7,0.66,0.04,1.6,0.039,4.0,9.0,0.9962,3.4,0.47,9.4,5,'Graz 2017'
5587,5587,red,8.1,0.38,0.48,1.8,0.157,5.0,17.0,0.9976,3.3,1.05,9.4,5,'Aggnend 2019'
5588,5588,red,7.4,1.185,0.0,4.25,0.097,5.0,14.0,0.9966,3.63,0.54,10.7,3,'N4 2120'
5589,5589,red,9.2,0.92,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,5,'Grads Botian Cer 20 2020'
5590,5590,red,8.6,0.49,0.51,2.0,0.422,16.0,62.0,0.9979,3.03,1.17,9.0,5,'Yesur 2016'
5591,5591,red,9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,5,'YX Pwietha Riserva'
5592,5592,red,9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,5,'JHMontondich Tabercas Lu Palezay Red 2020'
5593,5593,red,5.1,0.47,0.02,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,12.8,6,'Zk Temer Damminebla Riper Vinoys de Lafente Agto Br'
5594,5594,red,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6,'Pnat 2019'
5595,5595,red,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6,'Zmal Bagolavron 2019'
5596,5596,red,9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,5,'Agney Seroar 2020'
5597,5597,red,11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,6,'J(Biodo NeXì 2018'
5598,5598,red,10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,6,'Gra Cakella Vlend Vineyard EP'
5599,5599,red,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6,'XJÉñz 2020'
5600,5600,red,7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,6,'Pans Pianty Red 2014'
5601,5601,red,7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,4,'Pulle Rosse de Que-Shiraz'
5602,5602,red,9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,4,'K16'
5603,5603,red,8.4,1.035,0.15,6.0,0.073,11.0,54.0,0.999,3.37,0.49,9.9,5,"""KPriziono d'Albua 2018"""
5604,5604,red,7.0,0.78,0.08,2.0,0.093,10.0,19.0,0.9956,3.4,0.47,10.0,5,'X) EOd GrIN'
5605,5605,red,7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,5,'Grez 2020'
5606,5606,red,7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,11.6,6,'MDogn 1ser Cabernet Sauvignon'
5607,5607,red,9.7,0.31,0.47,1.6,0.062,13.0,33.0,0.9983,3.27,0.66,10.0,6,'Stigon Cabernet Sauvignon 2019'
5608,5608,red,10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,10.1,5,"""D Carignan/Mayul'G"""
5609,5609,red,8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,5,'HReserve Cabernet Sauvignon 2020'
5610,5610,red,8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,9.4,5,'Rhotage GRand3s Canerva Carmenère '
5611,5611,red,8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,5,'Côten 2019'
5612,5612,red,9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,9.8,5,'Fyrame Spricch Robernet Sauvignon'
5613,5613,red,7.2,0.49,0.18,2.7,0.069,13.0,34.0,0.9967,3.29,0.48,9.2,6,'O1'
5614,5614,red,8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,5,'Vinove Valponceria 2018'
5615,5615,red,7.6,0.46,0.11,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,10.0,5,'Q'
5616,5616,red,8.4,0.56,0.04,2.0,0.082,10.0,22.0,0.9976,3.22,0.44,9.6,5,'Ste Cabernet Sauvignon'
5617,5617,red,7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,5,'O21'
5618,5618,red,8.4,0.56,0.04,2.0,0.082,10.0,22.0,0.9976,3.22,0.44,9.6,5,'H4 186 Classici Pinon Noir VQA'
5619,5619,red,8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,5,'FDren Riserva della Valpolicella Classico 2018'
5620,5620,red,7.6,0.42,0.08,2.7,0.084,15.0,48.0,0.9968,3.21,0.59,10.0,5,'QFalbernot 2019'
5621,5621,red,7.1,0.31,0.3,2.2,0.053,36.0,127.0,0.9965,2.94,1.62,9.5,5,'QAg'
5622,5622,red,7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,11.2,4,'VRed 2021'
5623,5623,red,9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,0.55,10.4,5,'I Château de louau 2020'
5624,5624,red,8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,6,'Sáfarnes Sauvignon'
5625,5625,red,6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,5,"""Ent'Fmain Shiraz 2021"""
5626,5626,red,6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,5,'HWone Xirny Pinot Noir VQA'
5627,5627,red,6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,12.7,6,'T8'
5628,5628,red,9.5,0.55,0.66,2.3,0.387,12.0,37.0,0.9982,3.17,0.67,9.6,5,'Mounac/Morrop Nui 2020'
5629,5629,red,8.9,0.875,0.13,3.45,0.088,4.0,14.0,0.9994,3.44,0.52,11.5,5,"'Cabernet Sauvignon, Valley Estat Bards Neste Valley'"
5630,5630,red,7.3,0.835,0.03,2.1,0.092,10.0,19.0,0.9966,3.39,0.47,9.6,5,'Predo 2018'
5631,5631,red,7.0,0.45,0.34,2.7,0.082,16.0,72.0,0.998,3.55,0.6,9.5,5,'Aviniauz KPM'
5632,5632,red,7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,9.3,5,'VQA'
5633,5633,red,7.7,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,3.26,0.5,9.5,5,'KPmenic Cabernet Sauvignon 2121'
5634,5634,red,7.7,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,3.26,0.5,9.5,5,'Mrint 2011'
5635,5635,red,8.2,0.59,0.0,2.5,0.093,19.0,58.0,1.0002,3.5,0.65,9.3,6,'Hbrends Let Haudem VQA'
5636,5636,red,9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,3.1,0.56,9.2,5,'Já Rohag Duri Coude Posso Moduscrane Red 2019'
5637,5637,red,9.0,0.69,0.0,2.4,0.088,19.0,38.0,0.999,3.35,0.6,9.3,5,"""Wine de l'Abernet Sauvignon 2017"""
5638,5638,red,8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,6,'DNormande 2018'
5639,5639,red,9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.99788,3.21,0.57,9.5,5,'Galle Reserva Syraht'
5640,5640,red,6.5,0.615,0.0,1.9,0.065,9.0,18.0,0.9972,3.46,0.65,9.2,5,'Brond Chianti Clystiak 2017'
5641,5641,red,11.6,0.41,0.58,2.8,0.096,25.0,101.0,1.00024,3.13,0.53,10.0,5,'Flèse 2020'
5642,5642,red,11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,5,'Twive Cafpeltande Cavérnat 2020'
5643,5643,red,7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,6,'DOC'
5644,5644,red,8.2,0.34,0.38,2.5,0.08,12.0,57.0,0.9978,3.3,0.47,9.0,6,'Hélsarella Chianti Reriz 2019'
5645,5645,red,8.6,0.33,0.4,2.6,0.083,16.0,68.0,0.99782,3.3,0.48,9.4,5,'Zllianze/Qu Choint-Cholas 2020'
5646,5646,red,7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,9.6,6,'J/Corton Côte-Rôtes 2019'
5647,5647,red,7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,6,'Kgnon Siengus Pinot Noir VQA'
5648,5648,red,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,5,'G°'
5649,5649,red,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,5,'Zgnan 2020'
5650,5650,red,7.6,0.54,0.13,2.5,0.097,24.0,66.0,0.99785,3.39,0.61,9.4,5,'O6 O G Nuntradil 2020'
5651,5651,red,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,5,'VQne Sauvièro 2018'
5652,5652,red,7.8,0.48,0.68,1.7,0.415,14.0,32.0,0.99656,3.09,1.06,9.1,6,'On 2020'
5653,5653,red,7.8,0.91,0.07,1.9,0.058,22.0,47.0,0.99525,3.51,0.43,10.7,6,'Sy Pair Rey 2017'
5654,5654,red,6.3,0.98,0.01,2.0,0.057,15.0,33.0,0.99488,3.6,0.46,11.2,6,'Frauquinat 2018'
5655,5655,red,8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,5,'Untilo Riserva Baufiror 2019'
5656,5656,red,8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,5,'P'
5657,5657,red,8.8,0.42,0.21,2.5,0.092,33.0,88.0,0.99823,3.19,0.52,9.2,5,'Kn0'
5658,5658,red,9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,5,'IN2019'
5659,5659,red,9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,5,'E9 Winco Borgnon T'
